Unix;Date;Symbol;Open;High;Low;Close;Volume 1INCH;Volume BUSD;tradecount
1,66E+12;18.08.2022;1INCHBUSD;0.773;0.784;0.72;0.732;575293.2;440265.4937;2630
1,66E+12;17.08.2022;1INCHBUSD;0.818;0.843;0.765;0.773;531991.3;429455.7556;3251
1,66E+12;16.08.2022;1INCHBUSD;0.822;0.833;0.808;0.818;361393.3;296202.5408;2271
1,66E+12;15.08.2022;1INCHBUSD;0.839;0.864;0.808;0.819;578600.2;481469.7307;3348
1,66E+12;14.08.2022;1INCHBUSD;0.875;0.895;0.83;0.84;808131.8;695206.4941;3492
1,66E+12;13.08.2022;1INCHBUSD;0.88;0.911;0.871;0.874;789825.8;699749.0333;3224
1,66E+12;12.08.2022;1INCHBUSD;0.865;0.894;0.845;0.88;598915.5;520809.0742;3532
1,66E+12;11.08.2022;1INCHBUSD;0.883;0.896;0.857;0.867;1005922.4;881258.3796;3570
1,66E+12;10.08.2022;1INCHBUSD;0.807;0.907;0.783;0.883;1465075.3;1235542.1846;5564
1,66E+12;09.08.2022;1INCHBUSD;0.838;0.879;0.792;0.808;1188788.8;1002277.1117;4507
1,66E+12;08.08.2022;1INCHBUSD;0.806;0.865;0.806;0.838;988404.3;830208.8858;3643
1,66E+12;07.08.2022;1INCHBUSD;0.809;0.824;0.797;0.806;399342.3;324022.4645;1485
1,66E+12;06.08.2022;1INCHBUSD;0.831;0.846;0.804;0.808;568341.8;469953.0117;1936
1,66E+12;05.08.2022;1INCHBUSD;0.8;0.856;0.8;0.834;1077877.6;895540.9433;4737
1,66E+12;04.08.2022;1INCHBUSD;0.767;0.833;0.767;0.798;872489.4;696007.872;4099
1,66E+12;03.08.2022;1INCHBUSD;0.742;0.814;0.724;0.767;968457.1;753547.5063;4081
1,66E+12;02.08.2022;1INCHBUSD;0.769;0.78;0.717;0.742;913489.6;677752.2672;4490
1,66E+12;01.08.2022;1INCHBUSD;0.761;0.795;0.74;0.771;786662.8;600349.0006;4167
1,66E+12;31.07.2022;1INCHBUSD;0.765;0.828;0.751;0.763;774601.4;612700.7506;4335
1,66E+12;30.07.2022;1INCHBUSD;0.763;0.836;0.755;0.766;1215504.2;966332.6663;5622
1,66E+12;29.07.2022;1INCHBUSD;0.774;0.79;0.74;0.76;914611.3;702892.6399;3326
1,66E+12;28.07.2022;1INCHBUSD;0.696;0.808;0.684;0.774;2127932.2;1594962.646;6285
1,66E+12;27.07.2022;1INCHBUSD;0.636;0.697;0.619;0.694;449892.9;295313.1528;2450
1,66E+12;26.07.2022;1INCHBUSD;0.622;0.636;0.605;0.636;441642.6;271755.4198;2435
1,66E+12;25.07.2022;1INCHBUSD;0.677;0.68;0.623;0.623;585226.0;378560.5843;3354
1,66E+12;24.07.2022;1INCHBUSD;0.681;0.699;0.671;0.675;518447.7;355180.5198;3309
1,66E+12;23.07.2022;1INCHBUSD;0.66;0.702;0.653;0.68;648719.4;439884.0978;2987
1,66E+12;22.07.2022;1INCHBUSD;0.688;0.716;0.656;0.663;905015.7;625999.1496;3255
1,66E+12;21.07.2022;1INCHBUSD;0.678;0.697;0.647;0.688;611134.1;410489.4579;2540
1,66E+12;20.07.2022;1INCHBUSD;0.736;0.75;0.667;0.676;946088.2;676240.3893;3347
1,66E+12;19.07.2022;1INCHBUSD;0.718;0.777;0.711;0.737;947870.9;696779.5086;3852
1,66E+12;18.07.2022;1INCHBUSD;0.645;0.737;0.643;0.717;1367696.7;956538.9282;5121
1,66E+12;17.07.2022;1INCHBUSD;0.668;0.683;0.639;0.645;841448.1;554783.5824;2817
1,66E+12;16.07.2022;1INCHBUSD;0.652;0.674;0.631;0.668;898002.7;585373.2223;2022
1,66E+12;15.07.2022;1INCHBUSD;0.617;0.696;0.604;0.651;2370471.7;1557756.2482;5270
1,66E+12;14.07.2022;1INCHBUSD;0.593;0.646;0.568;0.615;835301.2;503065.1795;2945
1,66E+12;13.07.2022;1INCHBUSD;0.56;0.596;0.541;0.596;470105.1;268610.445;2894
1,66E+12;12.07.2022;1INCHBUSD;0.589;0.596;0.556;0.559;722879.0;419724.0774;2297
1,66E+12;11.07.2022;1INCHBUSD;0.639;0.647;0.585;0.591;564712.2;350325.8265;2163
1,66E+12;10.07.2022;1INCHBUSD;0.696;0.708;0.633;0.638;793978.2;524356.7186;3465
1,66E+12;09.07.2022;1INCHBUSD;0.686;0.714;0.672;0.696;661271.8;453971.0849;2238
1,66E+12;08.07.2022;1INCHBUSD;0.645;0.719;0.641;0.687;1930035.8;1337376.5654;6006
1,66E+12;07.07.2022;1INCHBUSD;0.624;0.654;0.619;0.644;875633.3;558475.6743;2752
1,66E+12;06.07.2022;1INCHBUSD;0.623;0.632;0.61;0.625;545916.1;338991.0815;2093
1,66E+12;05.07.2022;1INCHBUSD;0.635;0.656;0.598;0.623;1210650.7;764141.4904;3064
1,66E+12;04.07.2022;1INCHBUSD;0.627;0.641;0.604;0.637;829206.8;517606.2353;2261
1,66E+12;03.07.2022;1INCHBUSD;0.635;0.64;0.609;0.625;393965.7;246118.6521;1470
1,66E+12;02.07.2022;1INCHBUSD;0.652;0.659;0.621;0.635;535909.4;339988.5834;1304
1,66E+12;01.07.2022;1INCHBUSD;0.692;0.711;0.644;0.653;910414.2;604888.4114;2915
1,66E+12;30.06.2022;1INCHBUSD;0.708;0.75;0.655;0.693;901575.7;626799.8583;4683
1,66E+12;29.06.2022;1INCHBUSD;0.74;0.778;0.694;0.708;1282038.6;946283.4924;4179
1,66E+12;28.06.2022;1INCHBUSD;0.672;0.811;0.641;0.741;5008719.3;3838953.6661;13891
1,66E+12;27.06.2022;1INCHBUSD;0.69;0.723;0.647;0.671;852315.5;574747.374;2951
1,66E+12;26.06.2022;1INCHBUSD;0.731;0.786;0.688;0.693;1024049.5;771486.0745;3143
1,66E+12;25.06.2022;1INCHBUSD;0.755;0.767;0.678;0.73;1011476.6;738631.8161;3647
1,66E+12;24.06.2022;1INCHBUSD;0.714;0.783;0.695;0.753;1360336.9;1000872.2433;4883
1,66E+12;23.06.2022;1INCHBUSD;0.688;0.715;0.666;0.713;663699.9;461735.4419;3012
1,66E+12;22.06.2022;1INCHBUSD;0.69;0.749;0.644;0.687;1513366.4;1043223.8276;6596
1,66E+12;21.06.2022;1INCHBUSD;0.686;0.735;0.657;0.691;1720615.4;1208505.6276;5934
1,66E+12;20.06.2022;1INCHBUSD;0.581;0.725;0.559;0.685;2529431.2;1703573.625;8585
1,66E+12;19.06.2022;1INCHBUSD;0.552;0.585;0.528;0.579;692549.1;382809.3067;2337
1,66E+12;18.06.2022;1INCHBUSD;0.59;0.599;0.514;0.551;811641.4;443444.0707;2829
1,66E+12;17.06.2022;1INCHBUSD;0.574;0.601;0.574;0.59;432121.2;254364.6713;1573
1,66E+12;16.06.2022;1INCHBUSD;0.63;0.637;0.568;0.575;816461.3;495144.2636;2671
1,66E+12;15.06.2022;1INCHBUSD;0.591;0.635;0.536;0.629;1522017.8;866532.3083;5915
1,66E+12;14.06.2022;1INCHBUSD;0.598;0.604;0.551;0.594;1304325.8;761249.9878;3574
1,66E+12;13.06.2022;1INCHBUSD;0.65;0.66;0.564;0.597;1721386.1;1038003.7006;5968
1,65E+12;12.06.2022;1INCHBUSD;0.695;0.718;0.648;0.649;838818.9;567709.7227;4080
1,65E+12;11.06.2022;1INCHBUSD;0.759;0.771;0.689;0.694;897629.4;662237.4982;7122
1,65E+12;10.06.2022;1INCHBUSD;0.802;0.803;0.742;0.759;1196782.1;917284.1344;8591
1,65E+12;09.06.2022;1INCHBUSD;0.816;0.824;0.796;0.801;417852.4;339255.8212;1522
1,65E+12;08.06.2022;1INCHBUSD;0.845;0.851;0.808;0.816;463392.5;385144.2342;2105
1,65E+12;07.06.2022;1INCHBUSD;0.873;0.873;0.818;0.845;1002422.2;842845.4873;3089
1,65E+12;06.06.2022;1INCHBUSD;0.857;0.897;0.856;0.874;656491.2;575699.8801;2385
1,65E+12;05.06.2022;1INCHBUSD;0.868;0.869;0.848;0.858;376796.5;323996.9025;1730
1,65E+12;04.06.2022;1INCHBUSD;0.873;0.881;0.851;0.869;354783.6;306062.787;1688
1,65E+12;03.06.2022;1INCHBUSD;0.932;0.932;0.859;0.872;822029.7;730578.2327;3294
1,65E+12;02.06.2022;1INCHBUSD;0.951;0.953;0.899;0.932;891420.5;818064.1163;3724
1,65E+12;01.06.2022;1INCHBUSD;0.967;0.994;0.939;0.951;619943.6;596704.277;3622
1,65E+12;31.05.2022;1INCHBUSD;1.003;1.014;0.959;0.968;716258.7;702598.9106;3886
1,65E+12;30.05.2022;1INCHBUSD;0.919;1.005;0.91;1.005;597738.2;579106.9094;2964
1,65E+12;29.05.2022;1INCHBUSD;0.916;0.927;0.897;0.919;213696.5;194671.7083;1606
1,65E+12;28.05.2022;1INCHBUSD;0.898;0.926;0.891;0.917;248103.5;226674.1581;1916
1,65E+12;27.05.2022;1INCHBUSD;0.914;0.924;0.884;0.897;345587.9;312719.524;2923
1,65E+12;26.05.2022;1INCHBUSD;0.964;0.979;0.882;0.914;594690.1;547800.7767;3350
1,65E+12;25.05.2022;1INCHBUSD;0.994;1.007;0.952;0.966;398100.9;386611.2617;2769
1,65E+12;24.05.2022;1INCHBUSD;0.952;1.028;0.949;0.993;571907.3;567240.4467;3524
1,65E+12;23.05.2022;1INCHBUSD;0.994;1.053;0.943;0.951;1064111.9;1068354.6704;4606
1,65E+12;22.05.2022;1INCHBUSD;0.962;1.015;0.947;0.996;740942.0;730318.1345;2764
1,65E+12;21.05.2022;1INCHBUSD;0.914;0.97;0.906;0.964;360392.5;337928.5238;1703
1,65E+12;20.05.2022;1INCHBUSD;0.931;0.941;0.905;0.913;623547.7;576016.3827;2519
1,65E+12;19.05.2022;1INCHBUSD;0.907;0.936;0.887;0.931;778194.7;711538.6892;3288
1,65E+12;18.05.2022;1INCHBUSD;0.958;0.968;0.894;0.903;750389.3;689419.4047;3796
1,65E+12;17.05.2022;1INCHBUSD;0.923;0.976;0.915;0.958;772330.8;728309.0428;3542
1,65E+12;16.05.2022;1INCHBUSD;0.977;0.977;0.909;0.922;720904.3;669311.8786;3881
1,65E+12;15.05.2022;1INCHBUSD;0.94;0.984;0.908;0.979;982854.7;922197.8588;5194
1,65E+12;14.05.2022;1INCHBUSD;0.915;0.956;0.891;0.938;1609609.2;1493886.5448;7498
1,65E+12;13.05.2022;1INCHBUSD;0.809;0.95;0.785;0.917;1372021.3;1244629.0146;7482
1,65E+12;12.05.2022;1INCHBUSD;1.007;1.051;0.642;0.806;2492926.72;1997067.58048;17019
1,65E+12;11.05.2022;1INCHBUSD;1.041;1.076;0.915;1.007;2044845.6;2061993.9492;13281
1,65E+12;10.05.2022;1INCHBUSD;1.051;1.137;0.998;1.039;1266481.3;1351431.1315;8460
1,65E+12;09.05.2022;1INCHBUSD;1.302;1.377;1.004;1.013;2028418.7;2523981.096;15187
1,65E+12;08.05.2022;1INCHBUSD;1.303;1.331;1.273;1.304;546104.9;712462.3161;5538
1,65E+12;07.05.2022;1INCHBUSD;1.355;1.358;1.275;01.mar;815772.0;1066089.6435;5357
1,65E+12;06.05.2022;1INCHBUSD;1.285;1.373;1.266;1.354;2300472.6;3043965.0847;13195
1,65E+12;05.05.2022;1INCHBUSD;1.284;1.382;1.241;sty.29;1731317.1;2259321.658;13444
1,65E+12;04.05.2022;1INCHBUSD;1.299;1.289;1.164;1.284;325232.6;395624.8948;3749
1,65E+12;03.05.2022;1INCHBUSD;1.176;1.239;1.155;1.172;455333.1;544903.8177;3550
1,65E+12;02.05.2022;1INCHBUSD;1.159;1.215;1.121;1.175;548104.4;639305.5995;3371
1,65E+12;01.05.2022;1INCHBUSD;1.118;1.177;1.087;1.158;775691.2;879740.4061;5434
1,65E+12;30.04.2022;1INCHBUSD;1.291;1.358;1.071;01.gru;1100212.9;1380131.8377;7879
1,65E+12;29.04.2022;1INCHBUSD;1.303;1.311;1.229;1.256;386749.4;491025.2429;3317
1,65E+12;28.04.2022;1INCHBUSD;1.318;1.352;1.285;1.304;470007.3;618426.6503;4741
1,65E+12;27.04.2022;1INCHBUSD;1.288;1.346;1.269;1.321;271951.2;357972.274;3121
1,65E+12;26.04.2022;1INCHBUSD;1.418;1.424;1.257;1.288;377478.7;505010.224;3405
1,65E+12;25.04.2022;1INCHBUSD;1.418;1.426;1.307;1.417;419867.4;570169.4732;3965
1,65E+12;24.04.2022;1INCHBUSD;1.443;1.461;1.406;1.418;194682.7;279274.771;2972
1,65E+12;23.04.2022;1INCHBUSD;1.474;1.479;1.435;1.443;275281.1;402693.9537;2774
1,65E+12;22.04.2022;1INCHBUSD;1.492;1.612;1.469;1.474;620415.0;960390.8997;6928
1,65E+12;21.04.2022;1INCHBUSD;1.542;1.639;sty.47;1.492;829082.6;1310416.195;7879
1,65E+12;20.04.2022;1INCHBUSD;1.544;sty.59;1.504;1.544;437120.1;675074.0942;4862
1,65E+12;19.04.2022;1INCHBUSD;1.494;1.542;1.477;1.542;230012.1;348841.8082;3340
1,65E+12;18.04.2022;1INCHBUSD;1.461;1.497;1.381;1.494;219614.3;315350.7863;2945
1,65E+12;17.04.2022;1INCHBUSD;1.513;1.523;1.453;1.462;197014.7;294990.0985;2376
1,65E+12;16.04.2022;1INCHBUSD;1.555;1.532;1.484;1.513;129967.4;196086.6274;1926
1,65E+12;15.04.2022;1INCHBUSD;1.516;1.541;1.488;1.518;190831.9;289556.4841;2497
1,65E+12;14.04.2022;1INCHBUSD;1.546;1.569;1.482;1.515;286001.6;437949.0701;3267
1,65E+12;13.04.2022;1INCHBUSD;1.514;1.552;1.489;1.551;201045.7;306781.2655;3113
1,65E+12;12.04.2022;1INCHBUSD;1.461;1.522;1.444;1.515;309822.5;460416.9255;3533
1,65E+12;11.04.2022;1INCHBUSD;1.585;1.603;1.422;1.461;609065.0;915589.6336;6436
1,65E+12;10.04.2022;1INCHBUSD;1.663;1.663;1.584;1.585;272031.5;441593.4683;3671
1,65E+12;09.04.2022;1INCHBUSD;1.578;1.668;1.575;1.668;239193.1;389133.0353;3987
1,65E+12;08.04.2022;1INCHBUSD;1.658;1.685;1.565;1.575;340934.3;557903.4902;5701
1,65E+12;07.04.2022;1INCHBUSD;1.601;1.666;1.572;sty.66;539191.1;876069.5781;6112
1,65E+12;06.04.2022;1INCHBUSD;1.835;sty.84;1.593;1.602;1069426.5;1811732.9674;12458
1,65E+12;05.04.2022;1INCHBUSD;1.901;1.936;sty.83;1.839;739043.8;1396450.127;6578
1,65E+12;04.04.2022;1INCHBUSD;1.981;2.005;1.802;1.901;1122845.2;2132955.8441;10026
1,65E+12;03.04.2022;1INCHBUSD;1.925;02.mar;1.871;1.983;969992.9;1901587.2869;9049
1,65E+12;02.04.2022;1INCHBUSD;1.887;2.099;sty.87;1.921;2648587.7;5243265.5769;23101
1,65E+12;01.04.2022;1INCHBUSD;1.778;sty.89;sty.67;1.885;817867.0;1458262.6004;8931
1,65E+12;31.03.2022;1INCHBUSD;1.785;1.931;1.722;1.776;1096463.4;2016523.161;12042
1,65E+12;30.03.2022;1INCHBUSD;1.792;sty.89;1.703;1.839;876435.4;1595025.2172;10141
1,65E+12;29.03.2022;1INCHBUSD;1.723;1.913;1.722;1.797;993824.9;1814042.1431;10963
1,65E+12;28.03.2022;1INCHBUSD;1.746;1.826;1.707;1.724;1071191.4;1913347.2031;10490
1,65E+12;27.03.2022;1INCHBUSD;1.629;sty.77;1.626;1.746;1639875.6;2787292.929;13902
1,65E+12;26.03.2022;1INCHBUSD;1.572;1.634;1.556;1.626;554737.2;887798.0489;4773
1,65E+12;25.03.2022;1INCHBUSD;1.631;1.657;1.548;1.573;819072.2;1317023.8239;7666
1,65E+12;24.03.2022;1INCHBUSD;1.615;1.638;1.564;sty.63;1065675.8;1710818.0039;8206
1,65E+12;23.03.2022;1INCHBUSD;1.547;1.627;1.523;1.614;969477.4;1539670.6558;7607
1,65E+12;22.03.2022;1INCHBUSD;1.532;1.593;sty.53;1.548;600134.2;939594.9409;5948
1,65E+12;21.03.2022;1INCHBUSD;1.558;1.594;1.513;1.535;510005.7;790656.9846;6588
